episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,success,crashed,timed_out,stuck
25,0,-0.1979252095696675,72.39385223388672,0.005958395000165004,0.03763100504875183,31.53725266456604,56,0.0,0.011948185458184659,0.0,0.0,0.0,0.0,0.0,0.08,0.07102455991506577,0.024952464196417064,0.0,inf,inf,False,False,False,False
25,1,-0.17357529181811254,72.39385223388672,0.0031006165432994515,0.03762584924697876,29.58868883550167,56,0.0,0.010496670013398327,0.0,0.0,0.0,0.0,0.0,0.08,0.07153265821933746,0.0015459635853767393,0.0,inf,inf,False,False,False,False
25,2,-0.1726484082633582,72.39385223388672,0.006169507108098476,0.03755024075508118,29.852073043584824,56,0.0,0.010673031180533447,0.0,0.0,0.0,0.0,0.0,0.08,0.07163039582967759,0.00034498125314712523,0.0,inf,inf,False,False,False,False
25,3,-0.17225056427678218,72.39385223388672,0.006534905178529101,0.037457361817359924,29.80193719267845,56,0.0,0.0105673661514477,0.0,0.0,0.0,0.0,0.0,0.08,0.07156159275770188,0.00012160536763258278,0.0,inf,inf,False,False,False,False
25,4,-0.1721824967434862,72.39385223388672,0.005766725004799425,0.03737060725688934,29.79134112596512,56,0.0,0.010574089427222448,0.0,0.0,0.0,0.0,0.0,0.08,0.07149390429258345,0.00011450302368029953,0.0,inf,inf,False,False,False,False
25,5,-0.17211352936496938,72.39385986328125,0.0046704092441813136,0.037298351526260376,29.776096120476723,56,-7.62939453125e-06,0.01057292021384442,0.0,0.0,0.0,0.0,0.0,0.08,0.0714202979207039,0.00011268183588981628,0.0,inf,inf,False,False,False,False
25,6,-0.17202676173684425,72.39385986328125,0.0035884006436272277,0.03724163770675659,29.76183347404003,56,0.0,0.010572978762334732,0.0,0.0,0.0,0.0,0.0,0.08,0.0713434476852417,0.00011033528926782308,0.0,inf,inf,False,False,False,False
25,7,-0.1719443832368158,72.39385986328125,0.00266084283512368,0.03719891607761383,29.74838487803936,56,0.0,0.010573262187888484,0.0,0.0,0.0,0.0,0.0,0.08,0.07126307225227356,0.00010804879665374756,0.0,inf,inf,False,False,False,False
25,8,-0.1718508648991618,72.39385986328125,0.0008695552492394956,0.03718571364879608,29.740916937589645,56,0.0,0.010570323629354627,0.0,0.0,0.0,0.0,0.0,0.08,0.07117399209737778,0.0001065491724293679,0.0,inf,inf,False,False,False,False
25,9,-0.17175051117036635,72.39385986328125,0.0011769651857533492,0.03717018663883209,29.728104025125504,56,0.0,0.010574320077664737,0.0,0.0,0.0,0.0,0.0,0.08,0.07107439488172532,0.00010179621097631752,0.0,inf,inf,False,False,False,False
25,10,-0.16617315118550807,72.38903045654297,2.078696230644754,0.037261106073856354,29.709892496466637,56,0.00482940673828125,0.009891984480670832,0.0,0.0,0.0,0.0,0.0,0.08,0.07100093817710876,0.00010963526600971818,0.0,inf,inf,False,False,False,False
25,11,-0.15307533146394559,72.36946105957031,4.65766887506044,0.037528615444898605,29.42715346813202,56,0.01956939697265625,0.009499372276944595,0.0,0.0,0.0,0.0,0.0,0.08,0.07239613127708434,0.0007492248825728893,0.0,29.217100143432617,21.762117541511177,False,False,False,False
25,12,-0.06245435561226296,72.33810424804688,6.66089854802229,0.0378461517393589,29.127265065908432,56,0.0313568115234375,0.008634166333690161,0.0,0.0,0.0,0.0,0.0,0.0,0.07421041864156723,0.0009665821604430676,0.0,29.135900497436523,15.267469255753998,False,False,False,False
