episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,path_overlap_penalty,early_lane_crash_penalty,headway_penalty,lane_penalty,idle_penalty,anchor_shape_penalty,action_delta_penalty,ttc_action_reward,forward_headway_m,forward_ttc_s,success,crashed,timed_out,stuck
54,0,-0.19724712938989436,72.39385223388672,0.005957358571780243,0.0376310795545578,32.30318762362003,56,0.0,0.012274741864123978,0.0,0.0,0.0,0.0,0.0,0.08,0.07074332255125046,0.024229064974519945,0.0,inf,inf,False,False,False,False
54,1,-0.17296602681934292,72.39385223388672,0.0030994181497938666,0.03762584924697876,30.31226836144924,56,0.0,0.010782779133910469,0.0,0.0,0.0,0.0,0.0,0.08,0.07074193793535233,0.0014413097500801087,0.0,inf,inf,False,False,False,False
54,2,-0.1722821009323887,72.39385223388672,0.006170397544899068,0.03755016624927521,30.569363459944725,56,0.0,0.011010286164186069,0.0,0.0,0.0,0.0,0.0,0.08,0.07091395163536071,0.0003578631328418851,0.0,inf,inf,False,False,False,False
54,3,-0.1717957942574059,72.39385223388672,0.006532538284383659,0.03745739161968231,30.537227913737297,56,0.0,0.010847199925664556,0.0,0.0,0.0,0.0,0.0,0.08,0.07083632975816727,0.00011226457357406617,0.0,inf,inf,False,False,False,False
54,4,-0.17177849908008014,72.39385223388672,0.00576627796269836,0.037370651960372925,30.518574491143227,56,0.0,0.01085799415477323,0.0,0.0,0.0,0.0,0.0,0.08,0.07079090833663941,0.00012959658866748213,0.0,inf,inf,False,False,False,False
54,5,-0.17166315056302944,72.39385986328125,0.0046727388151213065,0.03729839622974396,30.521139353513718,56,-7.62939453125e-06,0.010839452521534504,0.0,0.0,0.0,0.0,0.0,0.08,0.0707047501206398,0.00011131852632388472,0.0,inf,inf,False,False,False,False
54,6,-0.1716365316028834,72.39385986328125,0.0035956455944152906,0.03724163770675659,30.49737296998501,56,0.0,0.010856257032895148,0.0,0.0,0.0,0.0,0.0,0.08,0.07065362781286239,0.00012664675712585448,0.0,inf,inf,False,False,False,False
54,7,-0.17151330742524196,72.39385986328125,0.002662146784301763,0.03719891607761383,30.50207421183586,56,0.0,0.010843227804221233,0.0,0.0,0.0,0.0,0.0,0.08,0.07055980390310287,0.00011027571791782976,0.0,inf,inf,False,False,False,False
54,8,-0.17148846510976662,72.39385986328125,0.0008681174242486515,0.03718571364879608,30.47719806432724,56,0.0,0.010861466684072413,0.0,0.0,0.0,0.0,0.0,0.08,0.07050387203693391,0.00012312638876028358,0.0,inf,inf,False,False,False,False
54,9,-0.17132336995505995,72.39385986328125,0.0011770312035654417,0.03717014193534851,30.490364357829094,56,0.0,0.01085179314401267,0.0,0.0,0.0,0.0,0.0,0.08,0.07037570637464523,9.587043640203773e-05,0.0,inf,inf,False,False,False,False
