episode,step,reward,goal_distance,speed_kmh,lane_offset_m,target_speed_kmh,trajectory_points,progress_reward,comfort_penalty,traffic_penalty,lane_penalty,idle_penalty,action_delta_penalty,success,crashed,timed_out,stuck
24,0,-0.1361428571476417,72.39385223388672,0.005956284539705826,0.03763110935688019,33.692303001880646,56,0.0,0.013663110474799471,0.0,0.0,0.08,0.03247974667284224,False,False,False,False
24,1,-0.10395256684898498,72.39385223388672,0.0031027293454787687,0.03762592375278473,32.256859838962555,56,0.0,0.012049110839060571,0.0,0.0,0.08,0.001903456009924412,False,False,False,False
24,2,-0.10229691533468765,72.39385223388672,0.006175615709906971,0.037550315260887146,32.41772532463074,56,0.0,0.011974130553231675,0.0,0.0,0.08,0.0003227847814559936,False,False,False,False
24,3,-0.10209297276540037,72.39385223388672,0.006530961850681563,0.03745751082897186,32.41898529231548,56,0.0,0.011926895862168935,0.0,0.0,0.08,0.00016607690323144195,False,False,False,False
24,4,-0.10207397094754596,72.39385223388672,0.005765322667556938,0.03737080097198486,32.403893172740936,56,0.0,0.011927569723353716,0.0,0.0,0.08,0.0001464012241922319,False,False,False,False
24,5,-0.10206709363892597,72.39385986328125,0.004677382095254158,0.03729851543903351,32.41382606327534,56,-7.62939453125e-06,0.011920785810555487,0.0,0.0,0.08,0.00013867843383923173,False,False,False,False
24,6,-0.10206152104129315,72.39385986328125,0.0035911185876926445,0.03724171221256256,32.42871567606926,56,0.0,0.01193212424273834,0.0,0.0,0.08,0.0001293967985548079,False,False,False,False
24,7,-0.10207559028039909,72.39385986328125,0.002660921628449052,0.03719902038574219,32.434933707118034,56,0.0,0.011949895824354498,0.0,0.0,0.08,0.0001256944560445845,False,False,False,False
24,8,-0.10207302674455158,72.39385986328125,0.0008706509258472589,0.03718578815460205,32.45735362172127,56,0.0,0.01194730630321019,0.0,0.0,0.08,0.00012572044134140015,False,False,False,False
24,9,-0.10209553697992388,72.39385986328125,0.001173696714673607,0.03717021644115448,32.47396655380726,56,0.0,0.011969376539423057,0.0,0.0,0.08,0.00012616044050082565,False,False,False,False
24,10,-0.09663401096041814,72.38909912109375,2.079113767271765,0.037261463701725006,32.499459609389305,56,0.0047607421875,0.011274235953647056,0.0,0.0,0.08,0.00012051719427108763,False,False,False,False
24,11,-0.08308089473202024,72.36986541748047,4.6817011168839295,0.03754621744155884,32.2174246609211,56,0.01923370361328125,0.011260897201589683,0.0,0.0,0.08,0.0010537011437118052,False,False,False,False
24,12,0.008667009662769605,72.33968353271484,6.626296710021409,0.03794611617922783,31.93783588707447,56,0.030181884765625,0.010093984033979602,0.0,0.0,0.0,0.0014208910688757895,False,False,False,False
24,13,0.018120192469231418,72.30108642578125,8.093289639270692,0.03853883221745491,31.790571212768555,56,0.03859710693359375,0.009544860838778684,0.0,0.0,0.0,0.0009320536255836486,False,False,False,False
24,14,0.025833911928453378,72.25572204589844,9.358810776228703,0.21358276903629303,31.70275568962097,56,0.0453643798828125,0.008901827064237661,0.0,0.0,0.0,0.0006286408901214599,False,False,False,False
24,15,0.03303384569282846,72.20330047607422,10.389833883248759,0.21350589394569397,31.628681793808937,56,0.05242156982421875,0.008820422422185377,0.0,0.0,0.0,0.0005673017092049121,False,False,False,False
24,16,0.035920702864696,72.1468734741211,11.38512474289363,0.08980952203273773,31.79071605205536,56,0.056427001953125,0.009914423851947567,0.0,0.0,0.0,0.0005918752364814281,False,False,False,False
24,17,0.04119788865381321,72.0835189819336,12.358747054154904,0.04215160012245178,31.268620043992996,56,0.0633544921875,0.010543067689897209,0.0,0.0,0.0,0.0016135358437895774,False,False,False,False
24,18,0.04470164100951114,72.01718139648438,13.236800890450445,0.04132122918963432,31.479553654789925,55,0.06633758544921875,0.010421577824889033,0.0,0.0,0.0,0.001214366614818573,False,False,False,False
24,19,0.04962918617697037,71.94890594482422,14.087493810697685,0.03844430670142174,30.983984023332596,55,0.06827545166015625,0.0070577843549700925,0.0,0.0,0.0,0.0015884811282157899,False,False,False,False
24,20,0.0551739248353939,71.87696838378906,14.925716450423243,0.037370435893535614,30.985518246889114,55,0.07193756103515625,0.006194627152760742,0.0,0.0,0.0,0.0005690090470016002,False,False,False,False
24,21,0.047998160885829234,71.80536651611328,15.697739309246863,0.0430084653198719,30.7856185734272,56,0.07160186767578125,0.012804818464260789,0.0,0.0,0.0,0.0007988883256912231,False,False,False,False
24,22,0.03167720737613825,71.73247528076172,16.506738209950576,0.05390184000134468,27.7907632291317,56,0.0728912353515625,0.00829220644079061,0.0,0.0,0.0,0.022921821534633638,False,False,False,False
24,23,0.05612653839807292,71.65161895751953,17.283331180977193,0.06148047745227814,30.200154036283493,56,0.0808563232421875,0.008254599420025162,0.0,0.0,0.0,0.006475185424089432,False,False,False,False
